"","Reference","year","month","Season","BAY_SEGMENT","TGTaxaScore","PelagicTaxaScore","LRScore","PropBenthicScore","NumGuildsScore","PropSelectScore","BenthicTaxaScore","NumTaxaScore","SelecTaxaScore","Cumul_Score"
"703","TBM2008081004","2008","08","Summer",1,10,10,2,5,10,1,3,4,3,53
"704","TBM2008091102","2008","09","Summer",1,10,10,1,0,10,0,2,4,3,44
"705","TBM2008091103","2008","09","Summer",1,10,10,0,6,5,3,5,5,5,54
"706","TBM2008091106","2008","09","Summer",1,10,10,0,0,10,1,2,4,8,50
"707","TBM2008091302","2008","09","Summer",1,10,10,7,10,10,0,8,9,3,74
"708","TBM2008091303","2008","09","Summer",1,10,10,0,10,0,1,3,2,5,46
"709","TBM2009061101","2009","06","Summer",1,10,10,0,10,5,1,2,2,2,47
"710","TBM2009061102","2009","06","Summer",1,10,10,0,9,0,0,3,2,0,38
"711","TBM2009061103","2009","06","Summer",1,10,10,2,7,10,2,10,10,5,73
"712","TBM2009061301","2009","06","Summer",1,10,10,1,9,10,0,3,4,5,58
"713","TBM2009061302","2009","06","Summer",1,10,10,0,7,10,2,5,6,7,63
"714","TBM2009061304","2009","06","Summer",1,10,10,0,8,5,2,6,7,5,59
"715","TBM2009061306","2009","06","Summer",1,10,10,0,10,5,1,2,1,0,43
"716","TBM2009070201","2009","07","Summer",1,10,10,2,9,10,1,5,5,2,60
"717","TBM2009070202","2009","07","Summer",1,10,10,0,10,0,1,1,0,0,36
"718","TBM2009070203","2009","07","Summer",1,10,10,10,10,10,0,8,6,7,79
"719","TBM2009070301","2009","07","Summer",1,10,10,0,9,5,2,8,8,8,67
"720","TBM2009070302","2009","07","Summer",1,10,10,10,10,10,0,9,8,7,82
"721","TBM2009070305","2009","07","Summer",1,10,10,2,9,10,0,5,5,2,59
"722","TBM2009070306","2009","07","Summer",1,10,10,0,6,5,4,5,6,5,57
"723","TBM2009080301","2009","08","Summer",1,10,10,5,1,10,0,8,8,2,60
"724","TBM2009080303","2009","08","Summer",1,10,10,2,10,5,1,8,6,7,66
"725","TBM2009080304","2009","08","Summer",1,10,10,0,0,5,10,1,2,3,46
"726","TBM2009080306","2009","08","Summer",1,10,10,0,7,5,8,3,4,8,61
"727","TBM2009081402","2009","08","Summer",1,10,10,1,10,0,0,0,0,2,37
"728","TBM2009081404","2009","08","Summer",1,10,10,1,10,10,1,4,4,3,59
"729","TBM2009081405","2009","08","Summer",1,10,10,10,10,10,0,8,8,8,82
"730","TBM2009090103","2009","09","Summer",1,10,10,3,9,5,1,10,10,8,73
"731","TBM2009090104","2009","09","Summer",1,10,10,0,0,5,10,2,2,5,49
"732","TBM2009090105","2009","09","Summer",1,10,10,0,10,0,0,0,0,0,33
"733","TBM2009090106","2009","09","Summer",1,10,10,0,0,0,10,1,1,3,39
"734","TBM2009090702","2009","09","Summer",1,10,10,2,10,5,2,5,3,5,58
"735","TBM2009090703","2009","09","Summer",1,10,10,5,10,5,0,6,4,7,63
"736","TBM2009090708","2009","09","Summer",1,10,10,10,10,5,0,9,6,8,76
"737","TBM2010060105","2010","06","Summer",1,10,10,2,9,10,3,6,6,7,70
"738","TBM2010060108","2010","06","Summer",1,10,10,1,10,5,6,3,2,3,56
"739","TBM2010060301","2010","06","Summer",1,10,10,2,10,5,2,3,2,3,52
"740","TBM2010060302","2010","06","Summer",1,10,10,0,10,5,9,3,2,5,60
"741","TBM2010060304","2010","06","Summer",1,10,10,1,10,5,2,10,9,8,72
"742","TBM2010060501","2010","06","Summer",1,10,10,6,9,10,5,6,5,5,73
"743","TBM2010060507","2010","06","Summer",1,10,10,10,10,10,6,4,4,5,77
"744","TBM2010070203","2010","07","Summer",1,10,10,10,10,5,4,4,2,3,64
"745","TBM2010070204","2010","07","Summer",1,10,10,0,7,10,2,8,8,7,69
"746","TBM2010070205","2010","07","Summer",1,10,10,4,10,5,10,5,5,8,74
"747","TBM2010070206","2010","07","Summer",1,10,10,6,10,10,4,2,2,5,66
"748","TBM2010071108","2010","07","Summer",1,10,10,9,10,5,1,7,7,10,77
"749","TBM2010080301","2010","08","Summer",1,10,10,1,10,10,1,2,2,3,54
"750","TBM2010080302","2010","08","Summer",1,10,10,10,10,10,1,10,10,10,90
"751","TBM2010080303","2010","08","Summer",1,10,10,10,10,10,2,10,10,10,91
"752","TBM2010080304","2010","08","Summer",1,10,10,3,10,10,1,6,5,7,69
"753","TBM2010081203","2010","08","Summer",1,10,10,2,6,5,5,2,3,5,53
"754","TBM2010081204","2010","08","Summer",1,10,10,10,10,10,6,4,5,8,81
"755","TBM2010081205","2010","08","Summer",1,10,10,3,8,10,5,3,4,5,64
"756","TBM2010081206","2010","08","Summer",1,10,10,10,10,10,1,10,10,10,90
"757","TBM2010090103","2010","09","Summer",1,10,10,5,10,5,1,2,2,3,53
"758","TBM2010090104","2010","09","Summer",1,10,10,2,9,5,10,9,8,10,81
"759","TBM2010090105","2010","09","Summer",1,10,10,10,10,10,1,10,10,10,90
"760","TBM2010090106","2010","09","Summer",1,10,10,10,9,10,0,10,9,5,81
"761","TBM2010090601","2010","09","Summer",1,10,10,2,9,5,2,2,4,5,54
"762","TBM2010090603","2010","09","Summer",1,10,10,8,10,10,1,2,4,5,67
"763","TBM2010090605","2010","09","Summer",1,10,10,2,10,5,10,2,1,3,59
"764","TBM2010090606","2010","09","Summer",1,10,10,1,9,5,5,2,2,5,54
"765","TBM2011060501","2011","06","Summer",1,10,10,1,8,10,3,9,10,10,79
"766","TBM2011060503","2011","06","Summer",1,10,10,4,10,5,1,5,4,5,60
"767","TBM2011060504","2011","06","Summer",1,10,10,3,9,5,4,3,3,7,60
"768","TBM2011061202","2011","06","Summer",1,10,10,0,7,10,9,10,10,10,84
"769","TBM2011061204","2011","06","Summer",1,10,10,5,10,5,0,10,8,10,76
"770","TBM2011061205","2011","06","Summer",1,10,10,8,10,5,1,10,7,8,77
"771","TBM2011070302","2011","07","Summer",1,10,10,2,10,5,1,1,1,0,44
"772","TBM2011070303","2011","07","Summer",1,10,10,10,10,10,2,10,9,10,90
"773","TBM2011070304","2011","07","Summer",1,10,10,3,9,5,3,10,8,10,76
"774","TBM2011070305","2011","07","Summer",1,10,10,8,10,5,1,5,4,3,62
"775","TBM2011070601","2011","07","Summer",1,10,10,1,9,0,2,1,1,2,40
"776","TBM2011070602","2011","07","Summer",1,10,10,5,10,10,3,6,6,7,74
"777","TBM2011070604","2011","07","Summer",1,10,10,3,9,5,1,0,1,0,43
"778","TBM2011080602","2011","08","Summer",1,10,10,7,10,5,1,6,6,5,67
"779","TBM2011080701","2011","08","Summer",1,10,10,0,3,5,10,5,5,10,64
"780","TBM2011080702","2011","08","Summer",1,10,10,0,1,5,9,4,4,5,53
"781","TBM2011080705","2011","08","Summer",1,10,10,0,5,10,7,5,6,8,68
"782","TBM2011080706","2011","08","Summer",1,10,10,0,6,5,8,3,3,7,58
"783","TBM2011091001","2011","09","Summer",1,10,10,3,7,10,5,6,8,8,74
"784","TBM2011091002","2011","09","Summer",1,10,10,10,10,10,1,8,9,7,83
"785","TBM2011091005","2011","09","Summer",1,10,10,0,9,10,5,5,6,8,70
"786","TBM2011091006","2011","09","Summer",1,10,10,0,8,5,8,5,5,7,64
"787","TBM2011091101","2011","09","Summer",1,10,10,3,10,5,1,5,5,3,58
"788","TBM2011091104","2011","09","Summer",1,10,10,8,9,10,1,9,8,10,83
"789","TBM2012060301","2012","06","Summer",1,10,10,5,10,5,0,3,3,0,51
"790","TBM2012060303","2012","06","Summer",1,10,10,0,8,5,6,4,5,8,62
"791","TBM2012060304","2012","06","Summer",1,10,10,0,4,5,3,1,2,5,44
"792","TBM2012060305","2012","06","Summer",1,10,10,0,7,10,6,7,7,8,72
"793","TBM2012061002","2012","06","Summer",1,10,10,6,10,5,0,9,7,10,74
"794","TBM2012061003","2012","06","Summer",1,10,10,2,9,5,0,4,4,3,52
"795","TBM2012070405","2012","07","Summer",1,10,10,7,10,10,0,5,5,7,71
"796","TBM2012071303","2012","07","Summer",1,10,10,1,8,10,1,10,10,10,78
"797","TBM2012071304","2012","07","Summer",1,10,10,2,10,5,0,4,3,2,51
"798","TBM2012071305","2012","07","Summer",1,10,10,0,8,5,5,2,1,2,48
"799","TBM2012071306","2012","07","Summer",1,10,10,7,10,5,2,10,9,10,81
"800","TBM2012080401","2012","08","Summer",1,10,10,0,7,10,5,10,10,10,80
"801","TBM2012080402","2012","08","Summer",1,10,10,2,8,10,4,10,10,10,82
"802","TBM2012080405","2012","08","Summer",1,10,10,1,10,5,2,8,8,10,71
"803","TBM2012080406","2012","08","Summer",1,10,10,0,7,5,4,3,4,3,51
"804","TBM2012080505","2012","08","Summer",1,10,10,0,8,5,1,2,2,2,44
"805","TBM2012080507","2012","08","Summer",1,10,10,9,10,5,0,10,10,10,82
"806","TBM2012090701","2012","09","Summer",1,10,10,3,10,5,0,5,5,3,57
"807","TBM2012091301","2012","09","Summer",1,10,10,1,9,5,0,2,2,2,46
"808","TBM2012091303","2012","09","Summer",1,10,10,2,9,5,3,8,6,7,67
"809","TBM2012091304","2012","09","Summer",1,10,10,0,9,5,2,6,6,7,61
"810","TBM2012091401","2012","09","Summer",1,10,10,6,9,5,0,5,6,5,62
"811","TBM2013060404","2013","06","Summer",1,10,10,5,10,5,2,7,6,8,70
"812","TBM2013060407","2013","06","Summer",1,10,10,8,10,5,0,2,2,3,56
"813","TBM2013060801","2013","06","Summer",1,10,10,2,7,10,3,8,8,10,76
"814","TBM2013060803","2013","06","Summer",1,10,10,2,10,5,0,2,3,5,52
"815","TBM2013060805","2013","06","Summer",1,10,10,9,7,10,1,9,10,10,84
"816","TBM2013060807","2013","06","Summer",1,10,10,0,1,10,7,5,6,10,66
"817","TBM2013070701","2013","07","Summer",1,10,10,8,9,5,1,7,6,7,70
"818","TBM2013070704","2013","07","Summer",1,10,10,6,10,5,0,5,4,5,61
"819","TBM2013070706","2013","07","Summer",1,10,10,4,10,5,1,7,6,7,67
"820","TBM2013071201","2013","07","Summer",1,10,10,0,10,5,0,4,3,2,49
"821","TBM2013071202","2013","07","Summer",1,10,10,2,9,5,3,7,6,8,67
"822","TBM2013071203","2013","07","Summer",1,10,10,4,10,5,0,6,6,5,62
"823","TBM2013071205","2013","07","Summer",1,10,10,1,10,5,3,3,3,7,58
"824","TBM2013080201","2013","08","Summer",1,10,10,1,9,5,1,4,4,5,54
"825","TBM2013080202","2013","08","Summer",1,10,10,10,10,5,0,3,2,2,58
"826","TBM2013080204","2013","08","Summer",1,10,10,0,10,5,3,5,5,7,61
"827","TBM2013080205","2013","08","Summer",1,10,10,1,8,10,2,5,5,5,62
"828","TBM2013080207","2013","08","Summer",1,10,10,0,8,5,2,2,1,0,42
"829","TBM2013080306","2013","08","Summer",1,10,10,1,10,5,1,8,6,7,64
"830","TBM2013091202","2013","09","Summer",1,10,10,0,10,5,2,5,4,2,53
"831","TBM2013091203","2013","09","Summer",1,10,10,6,10,10,3,10,9,10,87
"832","TBM2013091204","2013","09","Summer",1,10,10,0,9,10,3,8,7,10,74
"833","TBM2013091205","2013","09","Summer",1,10,10,0,2,10,3,5,6,5,57
"834","TBM2013091301","2013","09","Summer",1,10,10,6,10,5,0,2,2,0,50
"835","TBM2013091302","2013","09","Summer",1,10,10,10,10,5,0,5,5,7,69
"836","TBM2014061104","2014","06","Summer",1,10,10,3,10,5,1,5,4,3,57
"837","TBM2014061105","2014","06","Summer",1,10,10,10,5,10,1,10,10,8,82
"838","TBM2014061106","2014","06","Summer",1,10,10,0,10,5,0,2,1,0,42
"839","TBM2014061303","2014","06","Summer",1,10,10,0,9,5,8,10,9,10,79
"840","TBM2014061305","2014","06","Summer",1,10,10,0,10,5,2,4,2,3,51
"841","TBM2014061306","2014","06","Summer",1,10,10,0,8,10,3,9,8,8,73
"842","TBM2014070705","2014","07","Summer",1,10,10,2,6,10,3,4,5,5,61
"843","TBM2014070706","2014","07","Summer",1,10,10,9,10,5,0,5,4,8,68
"844","TBM2014070708","2014","07","Summer",1,10,10,10,10,5,1,6,5,8,72
"845","TBM2014071201","2014","07","Summer",1,10,10,0,8,5,8,4,3,5,59
"846","TBM2014071202","2014","07","Summer",1,10,10,0,10,5,7,10,8,7,74
"847","TBM2014071203","2014","07","Summer",1,10,10,10,10,5,0,8,7,8,76
"848","TBM2014071205","2014","07","Summer",1,10,10,0,7,5,9,5,4,10,67
"849","TBM2014080101","2014","08","Summer",1,10,10,4,10,5,0,8,8,7,69
"850","TBM2014080102","2014","08","Summer",1,10,10,4,10,5,2,8,6,8,70
"851","TBM2014080103","2014","08","Summer",1,10,10,4,10,10,2,9,8,5,76
"852","TBM2014080106","2014","08","Summer",1,10,10,10,10,5,1,8,9,10,81
"853","TBM2014080903","2014","08","Summer",1,10,10,0,4,5,4,1,1,2,41
"854","TBM2014080905","2014","08","Summer",1,10,10,0,9,5,5,6,5,7,63
"855","TBM2014090801","2014","09","Summer",1,10,10,0,9,10,10,5,5,5,71
"856","TBM2014090803","2014","09","Summer",1,10,10,0,9,5,3,5,6,8,62
"857","TBM2014090805","2014","09","Summer",1,10,10,7,9,5,1,5,5,5,63
"858","TBM2014090806","2014","09","Summer",1,10,10,3,9,5,1,7,6,5,62
"859","TBM2014090807","2014","09","Summer",1,10,10,10,10,5,1,9,9,5,77
"860","TBM2014091406","2014","09","Summer",1,10,10,1,9,5,4,9,8,10,73
"861","TBM2015061101","2015","06","Summer",1,10,10,0,8,0,9,4,3,5,54
"862","TBM2015061106","2015","06","Summer",1,10,10,10,10,5,0,8,6,7,73
"863","TBM2015061107","2015","06","Summer",1,10,10,0,10,5,4,7,5,5,62
"864","TBM2015061108","2015","06","Summer",1,10,10,0,8,0,6,1,1,2,42
"865","TBM2015061406","2015","06","Summer",1,10,10,4,9,5,0,5,5,3,57
"866","TBM2015061407","2015","06","Summer",1,10,10,4,9,5,1,2,3,3,52
"867","TBM2015070205","2015","07","Summer",1,10,10,0,6,5,1,0,1,0,37
"868","TBM2015070206","2015","07","Summer",1,10,10,9,10,5,1,8,5,2,67
"869","TBM2015070801","2015","07","Summer",1,10,10,0,10,0,10,0,0,0,44
"870","TBM2015070802","2015","07","Summer",1,10,10,4,10,5,0,3,2,3,52
"871","TBM2015070804","2015","07","Summer",1,10,10,0,8,5,5,5,5,7,61
"872","TBM2015070805","2015","07","Summer",1,10,10,0,10,5,2,4,3,3,52
"873","TBM2015080101","2015","08","Summer",1,10,10,10,10,5,1,7,6,8,74
"874","TBM2015081201","2015","08","Summer",1,10,10,0,0,5,10,2,2,5,49
"875","TBM2015081202","2015","08","Summer",1,10,10,0,7,0,5,2,2,3,43
"876","TBM2015081203","2015","08","Summer",1,10,10,8,10,5,1,5,5,7,68
"877","TBM2015081205","2015","08","Summer",1,10,10,0,9,5,7,5,5,7,64
"878","TBM2015081206","2015","08","Summer",1,10,10,3,9,0,0,2,1,0,39
"879","TBM2015091504","2015","09","Summer",1,10,10,1,10,5,1,3,2,2,49
"880","TBM2015091505","2015","09","Summer",1,10,10,0,10,5,1,2,1,0,43
"881","TBM2015091601","2015","09","Summer",1,10,10,0,7,5,2,4,4,3,50
"882","TBM2015091603","2015","09","Summer",1,10,10,0,8,5,6,4,3,3,54
"883","TBM2015091605","2015","09","Summer",1,10,10,0,8,5,9,2,2,7,59
"884","TBM2015091606","2015","09","Summer",1,10,10,0,9,5,6,3,2,7,58
"885","TBM1998012001","1998","01","Winter",1,10,10,0,8,10,6,10,10,8,80
"886","TBM1998012002","1998","01","Winter",1,10,10,0,6,10,4,5,4,5,60
"887","TBM1998012003","1998","01","Winter",1,10,10,0,9,10,7,9,8,8,79
"888","TBM1998012004","1998","01","Winter",1,10,10,0,10,0,10,1,0,2,48
"889","TBM1998012103","1998","01","Winter",1,10,10,2,10,7,0,7,5,3,60
"890","TBM1998021801","1998","02","Winter",1,10,10,0,3,0,3,1,1,2,33
"891","TBM1998021803","1998","02","Winter",1,10,10,0,1,3,10,1,1,3,43
"892","TBM1998021805","1998","02","Winter",1,10,10,0,0,0,0,0,0,0,22
"893","TBM1998021807","1998","02","Winter",1,10,10,0,10,3,0,2,1,0,40
"894","TBM1998021901","1998","02","Winter",1,10,10,0,2,3,2,2,3,5,41
"895","TBM1998021902","1998","02","Winter",1,10,10,0,3,3,0,1,1,0,31
"896","TBM1998031302","1998","03","Winter",1,10,10,0,1,3,1,2,3,3,37
"897","TBM1998031310","1998","03","Winter",1,10,10,0,10,3,6,3,2,2,51
"898","TBM1998031311","1998","03","Winter",1,10,10,0,0,0,0,0,0,0,22
"899","TBM1998032401","1998","03","Winter",1,10,10,0,2,3,0,1,1,0,30
"900","TBM1998032406","1998","03","Winter",1,10,10,0,10,7,10,3,3,5,64
"901","TBM1998032407","1998","03","Winter",1,10,10,0,10,0,10,2,1,3,51
"902","TBM1998032408","1998","03","Winter",1,10,10,0,3,3,10,2,2,5,50
"903","TBM1998120402","1998","12","Winter",1,10,10,0,5,7,6,5,6,7,62
"904","TBM1998120404","1998","12","Winter",1,10,10,0,8,7,4,4,3,3,54
"905","TBM1998120406","1998","12","Winter",1,10,10,10,8,7,4,10,10,10,88
"906","TBM1998120408","1998","12","Winter",1,10,10,0,4,7,4,2,3,2,47
"907","TBM1998120702","1998","12","Winter",1,10,10,0,3,0,3,1,1,2,33
"908","TBM1998120801","1998","12","Winter",1,10,10,0,7,3,9,3,3,5,56
"909","TBM1998120803","1998","12","Winter",1,10,10,0,8,10,9,7,8,8,78
"910","TBM1999010501","1999","01","Winter",1,10,10,0,0,3,5,0,1,2,34
"911","TBM1999010503","1999","01","Winter",1,10,10,0,0,7,10,4,3,7,57
"912","TBM1999011205","1999","01","Winter",1,10,10,0,10,7,4,7,6,8,69
"913","TBM1999011208","1999","01","Winter",1,10,10,0,0,0,0,0,0,0,22
"914","TBM1999011211","1999","01","Winter",1,10,10,1,3,7,2,4,5,7,54
"915","TBM1999020104","1999","02","Winter",1,10,10,0,1,10,1,3,7,5,52
"916","TBM1999020105","1999","02","Winter",1,10,10,0,9,7,2,6,6,3,59
"917","TBM1999021104","1999","02","Winter",1,10,10,0,6,7,6,3,4,5,57
"918","TBM1999021504","1999","02","Winter",1,10,10,0,0,3,1,2,3,5,38
"919","TBM1999021507","1999","02","Winter",1,10,10,0,0,3,3,0,1,2,32
"920","TBM1999021509","1999","02","Winter",1,10,10,0,1,7,3,3,4,5,48
"921","TBM1999021511","1999","02","Winter",1,10,10,0,3,3,9,2,3,5,50
"922","TBM1999030204","1999","03","Winter",1,10,10,0,0,0,0,0,0,0,22
"923","TBM1999030208","1999","03","Winter",1,10,10,0,1,3,6,1,2,3,40
"924","TBM1999030211","1999","03","Winter",1,10,10,0,4,7,9,3,3,7,59
"925","TBM1999030212","1999","03","Winter",1,10,10,0,7,7,6,2,2,3,52
"926","TBM1999031201","1999","03","Winter",1,10,10,10,9,10,5,8,8,10,89
"927","TBM1999031202","1999","03","Winter",1,10,10,0,0,3,0,0,2,0,28
"928","TBM1999120103","1999","12","Winter",1,10,10,0,0,0,10,0,0,2,36
"929","TBM1999120104","1999","12","Winter",1,10,10,0,10,7,5,5,3,3,59
"930","TBM1999120105","1999","12","Winter",1,10,10,0,0,0,10,0,0,2,36
"931","TBM1999120106","1999","12","Winter",1,10,10,0,9,7,1,2,3,2,49
"932","TBM1999120302","1999","12","Winter",1,10,10,0,4,7,3,3,3,3,48
"933","TBM2000011201","2000","01","Winter",1,10,10,0,5,10,4,7,6,3,61
"934","TBM2000011203","2000","01","Winter",1,10,10,0,10,7,2,10,10,8,74
"935","TBM2000011304","2000","01","Winter",1,10,10,0,8,7,7,7,7,8,71
"936","TBM2000011811","2000","01","Winter",1,10,10,0,1,7,0,1,3,0,36
"937","TBM2000011903","2000","01","Winter",1,10,10,0,10,7,4,9,8,5,70
"938","TBM2000011911","2000","01","Winter",1,10,10,0,10,0,10,1,0,2,48
"939","TBM2000011916","2000","01","Winter",1,10,10,0,2,7,1,6,6,8,56
"940","TBM2000020308","2000","02","Winter",1,10,10,0,2,7,0,2,3,0,38
"941","TBM2000020310","2000","02","Winter",1,10,10,0,0,0,0,0,0,0,22
"942","TBM2000021503","2000","02","Winter",1,10,10,0,5,3,5,3,3,2,46
"943","TBM2000021504","2000","02","Winter",1,10,10,0,10,3,3,3,2,2,48
"944","TBM2000021506","2000","02","Winter",1,10,10,0,10,3,5,2,1,2,48
"945","TBM2000021507","2000","02","Winter",1,10,10,0,8,3,3,3,3,2,47
"946","TBM2000030302","2000","03","Winter",1,10,10,5,10,7,0,10,10,10,80
"947","TBM2000030304","2000","03","Winter",1,10,10,0,6,7,4,6,8,8,66
"948","TBM2000030306","2000","03","Winter",1,10,10,0,8,7,3,7,7,3,61
"949","TBM2000031501","2000","03","Winter",1,10,10,0,2,7,8,4,7,5,59
"950","TBM2000031504","2000","03","Winter",1,10,10,0,7,7,3,6,5,5,59
"951","TBM2000031506","2000","03","Winter",1,10,10,0,1,7,1,1,3,2,39
"952","TBM2000031507","2000","03","Winter",1,10,10,0,10,0,0,1,0,0,34
"953","TBM2000120101","2000","12","Winter",1,10,10,0,10,0,0,2,1,0,37
"954","TBM2000120803","2000","12","Winter",1,10,10,0,5,7,7,5,5,7,62
"955","TBM2000120806","2000","12","Winter",1,10,10,0,10,3,4,2,1,2,47
"956","TBM2000120816","2000","12","Winter",1,10,10,0,2,0,2,1,1,2,31
"957","TBM2000122101","2000","12","Winter",1,10,10,6,5,7,8,9,10,10,83
"958","TBM2000122102","2000","12","Winter",1,10,10,0,4,7,3,2,3,2,46
"959","TBM2000122106","2000","12","Winter",1,10,10,0,0,0,10,0,0,2,36
"960","TBM2001010903","2001","01","Winter",1,10,10,0,8,3,0,1,1,0,37
"961","TBM2001010904","2001","01","Winter",1,10,10,0,6,10,7,4,5,8,67
"962","TBM2001010906","2001","01","Winter",1,10,10,0,1,7,9,1,2,2,47
"963","TBM2001010907","2001","01","Winter",1,10,10,0,0,0,10,0,0,2,36
"964","TBM2001011003","2001","01","Winter",1,10,10,0,0,0,0,0,0,0,22
"965","TBM2001021205","2001","02","Winter",1,10,10,0,4,3,6,1,1,2,41
"966","TBM2001021206","2001","02","Winter",1,10,10,0,9,3,6,5,4,5,58
"967","TBM2001021304","2001","02","Winter",1,10,10,0,4,7,10,2,3,7,59
"968","TBM2001021306","2001","02","Winter",1,10,10,0,1,3,9,2,2,3,44
"969","TBM2001021307","2001","02","Winter",1,10,10,0,2,7,9,3,3,3,52
"970","TBM2001021308","2001","02","Winter",1,10,10,0,8,7,1,3,4,5,53
"971","TBM2001030903","2001","03","Winter",1,10,10,0,3,10,8,9,9,10,77
"972","TBM2001030904","2001","03","Winter",1,10,10,0,7,7,3,2,2,2,48
"973","TBM2001030905","2001","03","Winter",1,10,10,0,8,7,2,2,2,2,48
"974","TBM2001030906","2001","03","Winter",1,10,10,0,5,7,1,3,6,3,50
"975","TBM2001031001","2001","03","Winter",1,10,10,0,6,7,5,6,7,8,66
"976","TBM2001031002","2001","03","Winter",1,10,10,0,3,7,2,4,3,3,47
"977","TBM2001120602","2001","12","Winter",1,10,10,0,6,7,2,5,7,7,60
"978","TBM2001120701","2001","12","Winter",1,10,10,0,5,10,3,6,9,7,67
"979","TBM2001120702","2001","12","Winter",1,10,10,0,2,3,5,1,2,3,40
"980","TBM2001120901","2001","12","Winter",1,10,10,10,8,7,1,10,10,8,82
"981","TBM2001120903","2001","12","Winter",1,10,10,0,9,7,1,5,6,3,57
"982","TBM2001120905","2001","12","Winter",1,10,10,0,8,3,2,4,4,5,51
"983","TBM2002010402","2002","01","Winter",1,10,10,0,10,0,0,1,0,0,34
"984","TBM2002010403","2002","01","Winter",1,10,10,0,0,0,0,0,0,0,22
"985","TBM2002010405","2002","01","Winter",1,10,10,0,9,7,7,5,4,7,66
"986","TBM2002010406","2002","01","Winter",1,10,10,0,8,7,8,3,4,3,59
"987","TBM2002020201","2002","02","Winter",1,10,10,0,0,0,0,0,1,0,23
"988","TBM2002020202","2002","02","Winter",1,10,10,0,7,7,4,5,5,5,59
"989","TBM2002020205","2002","02","Winter",1,10,10,0,7,7,1,4,4,2,50
"990","TBM2002020206","2002","02","Winter",1,10,10,0,8,10,3,10,10,10,79
"991","TBM2002020405","2002","02","Winter",1,10,10,0,8,7,3,5,4,3,56
"992","TBM2002020406","2002","02","Winter",1,10,10,2,10,7,4,10,8,8,77
"993","TBM2002020408","2002","02","Winter",1,10,10,0,0,0,2,0,1,2,28
"994","TBM2002020409","2002","02","Winter",1,10,10,0,3,3,1,2,2,2,37
"995","TBM2002030102","2002","03","Winter",1,10,10,0,0,0,0,0,0,0,22
"996","TBM2002030104","2002","03","Winter",1,10,10,0,7,7,9,6,5,7,68
"997","TBM2002030106","2002","03","Winter",1,10,10,10,7,7,3,10,10,8,83
"998","TBM2002030903","2002","03","Winter",1,10,10,0,6,3,8,2,2,3,49
"999","TBM2002030904","2002","03","Winter",1,10,10,10,8,7,5,7,7,10,82
"1000","TBM2002030907","2002","03","Winter",1,10,10,0,6,7,6,3,3,3,53
"1001","TBM2002120804","2002","12","Winter",1,10,10,1,9,10,2,10,9,5,73
"1002","TBM2002120805","2002","12","Winter",1,10,10,0,0,0,0,0,0,0,22
"1003","TBM2002120806","2002","12","Winter",1,10,10,0,5,7,8,4,3,3,56
"1004","TBM2002120808","2002","12","Winter",1,10,10,0,0,3,1,1,3,2,33
"1005","TBM2002120901","2002","12","Winter",1,10,10,10,10,10,0,6,5,3,71
"1006","TBM2002120909","2002","12","Winter",1,10,10,0,6,7,0,5,5,0,48
"1007","TBM2003010604","2003","01","Winter",1,10,10,0,3,3,10,1,1,3,46
"1008","TBM2003010605","2003","01","Winter",1,10,10,6,10,7,1,4,3,2,59
"1009","TBM2003010607","2003","01","Winter",1,10,10,0,10,3,7,2,1,2,50
"1010","TBM2003011203","2003","01","Winter",1,10,10,0,10,3,0,5,3,0,46
"1011","TBM2003011204","2003","01","Winter",1,10,10,0,10,3,0,3,2,0,42
"1012","TBM2003011205","2003","01","Winter",1,10,10,0,0,0,0,0,0,0,22
"1013","TBM2003011206","2003","01","Winter",1,10,10,0,9,7,1,5,6,3,57
"1014","TBM2003020201","2003","02","Winter",1,10,10,0,5,3,5,1,1,2,41
"1015","TBM2003020202","2003","02","Winter",1,10,10,0,10,0,0,2,1,0,37
"1016","TBM2003020204","2003","02","Winter",1,10,10,0,8,7,8,3,3,3,58
"1017","TBM2003020206","2003","02","Winter",1,10,10,0,10,7,0,5,4,0,51
"1018","TBM2003020801","2003","02","Winter",1,10,10,2,10,7,4,7,7,5,69
"1019","TBM2003020803","2003","02","Winter",1,10,10,0,1,3,10,1,1,3,43
"1020","TBM2003031106","2003","03","Winter",1,10,10,0,1,3,1,1,2,2,33
"1021","TBM2003031107","2003","03","Winter",1,10,10,0,1,10,9,3,4,5,58
"1022","TBM2003031201","2003","03","Winter",1,10,10,0,7,3,7,2,2,3,49
"1023","TBM2003031203","2003","03","Winter",1,10,10,0,8,3,7,3,3,3,52
"1024","TBM2003031204","2003","03","Winter",1,10,10,0,2,3,1,5,5,3,43
"1025","TBM2003031207","2003","03","Winter",1,10,10,0,2,7,4,3,4,5,50
"1026","TBM2003120201","2003","12","Winter",1,10,10,2,0,7,0,2,4,2,41
"1027","TBM2003120202","2003","12","Winter",1,10,10,0,1,7,3,2,3,5,46
"1028","TBM2003120203","2003","12","Winter",1,10,10,0,10,3,3,2,1,2,46
"1029","TBM2003120204","2003","12","Winter",1,10,10,0,10,7,6,10,8,10,79
"1030","TBM2003120501","2003","12","Winter",1,10,10,2,9,7,8,8,7,8,77
"1031","TBM2003120502","2003","12","Winter",1,10,10,0,3,7,3,3,3,5,49
