"","Reference","year","month","Season","BAY_SEGMENT","NumIndivScore","TGAbundScore","BenthicTaxaScore","ESAbundScore","NumGuildsScore","NumTaxaScore","LRScore","SelecIndivScore","SelecTaxaScore","ShannonScore","Cumul_Score"
"1202","TBM2015091602","2015","09","Summer",1,10,10,0,0,0,0,0,0,0,0,20
"1203","TBM2015091604","2015","09","Summer",1,10,10,1,0,3,1,0,0,0,5,30
"1204","TBM1998010906","1998","01","Winter",1,10,10,0,0,3,2,0,0,0,2,27
"1205","TBM1998010910","1998","01","Winter",1,10,10,1,0,3,1,0,0,3,0,28
"1206","TBM1998010912","1998","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1207","TBM1998010914","1998","01","Winter",1,10,10,2,0,3,2,0,0,0,4,31
"1208","TBM1998010922","1998","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1209","TBM1998021202","1998","02","Winter",1,10,10,8,0,8,8,0,10,7,2,63
"1210","TBM1998021203","1998","02","Winter",1,10,10,5,1,10,5,0,0,7,5,53
"1211","TBM1998021204","1998","02","Winter",1,10,10,3,0,10,5,0,0,7,7,52
"1212","TBM1998021205","1998","02","Winter",1,10,10,5,1,8,7,0,1,10,9,61
"1213","TBM1998021206","1998","02","Winter",1,10,10,4,0,8,6,0,1,10,9,58
"1214","TBM1998021903","1998","02","Winter",1,10,10,9,1,8,9,1,2,10,10,70
"1215","TBM1998021904","1998","02","Winter",1,10,10,2,0,8,3,0,10,3,1,47
"1216","TBM1998031304","1998","03","Winter",1,10,10,10,0,8,10,10,10,10,2,80
"1217","TBM1998031306","1998","03","Winter",1,10,10,5,2,8,6,9,1,3,6,60
"1218","TBM1998032402","1998","03","Winter",1,10,10,1,0,5,2,0,0,0,4,32
"1219","TBM1998032403","1998","03","Winter",1,10,10,3,0,8,3,0,0,3,6,43
"1220","TBM1998032404","1998","03","Winter",1,10,10,4,0,8,3,1,0,3,5,44
"1221","TBM1998032405","1998","03","Winter",1,10,10,5,1,8,6,0,10,7,5,62
"1222","TBM1998120410","1998","12","Winter",1,10,10,1,0,3,1,0,0,3,0,28
"1223","TBM1998120703","1998","12","Winter",1,10,10,9,1,10,9,0,2,10,10,71
"1224","TBM1998120805","1998","12","Winter",1,10,10,0,2,3,1,0,0,0,0,26
"1225","TBM1998120807","1998","12","Winter",1,10,10,7,10,8,10,0,0,3,1,59
"1226","TBM1998120810","1998","12","Winter",1,10,10,10,3,10,10,0,1,10,10,74
"1227","TBM1998120811","1998","12","Winter",1,10,10,5,0,10,5,0,1,7,9,57
"1228","TBM1999010502","1999","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1229","TBM1999010504","1999","01","Winter",1,10,10,2,1,5,3,0,0,0,5,36
"1230","TBM1999011201","1999","01","Winter",1,10,10,3,0,5,3,0,0,3,5,39
"1231","TBM1999011203","1999","01","Winter",1,10,10,2,0,3,2,0,0,0,4,31
"1232","TBM1999011210","1999","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1233","TBM1999020101","1999","02","Winter",1,10,10,1,1,3,1,0,0,0,0,26
"1234","TBM1999020102","1999","02","Winter",1,10,10,2,2,8,3,0,0,3,1,39
"1235","TBM1999020103","1999","02","Winter",1,10,10,2,0,8,3,0,0,0,6,39
"1236","TBM1999021102","1999","02","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1237","TBM1999021103","1999","02","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1238","TBM1999021502","1999","02","Winter",1,10,10,5,0,5,5,1,0,7,6,49
"1239","TBM1999021503","1999","02","Winter",1,10,10,2,0,5,2,0,0,0,3,32
"1240","TBM1999030202","1999","03","Winter",1,10,10,1,0,5,2,0,0,3,1,32
"1241","TBM1999030206","1999","03","Winter",1,10,10,1,1,5,2,0,0,3,2,34
"1242","TBM1999030210","1999","03","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1243","TBM1999031204","1999","03","Winter",1,10,10,7,0,8,7,0,0,10,9,61
"1244","TBM1999031205","1999","03","Winter",1,10,10,5,0,5,4,0,0,3,7,44
"1245","TBM1999031206","1999","03","Winter",1,10,10,2,0,8,3,0,0,3,5,41
"1246","TBM1999120101","1999","12","Winter",1,10,10,2,10,5,3,0,0,0,0,40
"1247","TBM1999120102","1999","12","Winter",1,10,10,9,10,10,10,0,0,7,6,72
"1248","TBM1999120107","1999","12","Winter",1,10,10,5,1,5,4,0,0,3,4,42
"1249","TBM1999120301","1999","12","Winter",1,10,10,10,1,8,9,0,0,3,10,61
"1250","TBM1999120310","1999","12","Winter",1,10,10,7,0,8,7,0,2,7,8,59
"1251","TBM1999120311","1999","12","Winter",1,10,10,4,0,5,3,0,0,0,7,39
"1252","TBM2000011202","2000","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1253","TBM2000011204","2000","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1254","TBM2000011205","2000","01","Winter",1,10,10,2,0,3,2,0,0,0,4,31
"1255","TBM2000011206","2000","01","Winter",1,10,10,2,0,5,2,0,0,3,3,35
"1256","TBM2000011305","2000","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1257","TBM2000011306","2000","01","Winter",1,10,10,3,0,5,3,0,0,3,5,39
"1258","TBM2000011919","2000","01","Winter",1,10,10,3,2,5,3,0,0,0,1,34
"1259","TBM2000020305","2000","02","Winter",1,10,10,5,0,10,7,1,2,7,6,58
"1260","TBM2000020307","2000","02","Winter",1,10,10,1,0,5,2,0,0,3,4,35
"1261","TBM2000021501","2000","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1262","TBM2000021502","2000","02","Winter",1,10,10,4,0,8,3,0,0,3,7,45
"1263","TBM2000021505","2000","02","Winter",1,10,10,4,0,8,6,0,0,3,9,50
"1264","TBM2000022201","2000","02","Winter",1,10,10,5,8,10,5,2,0,3,3,56
"1265","TBM2000030103","2000","03","Winter",1,10,10,5,0,8,6,5,1,7,6,58
"1266","TBM2000030105","2000","03","Winter",1,10,10,3,0,5,3,7,0,3,1,42
"1267","TBM2000030308","2000","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1268","TBM2000031502","2000","03","Winter",1,10,10,5,1,10,5,0,0,0,5,46
"1269","TBM2000031503","2000","03","Winter",1,10,10,4,0,10,4,3,0,3,5,49
"1270","TBM2000031505","2000","03","Winter",1,10,10,4,1,10,7,0,0,7,7,56
"1271","TBM2000120102","2000","12","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1272","TBM2000120105","2000","12","Winter",1,10,10,6,0,5,7,0,0,0,10,48
"1273","TBM2000120112","2000","12","Winter",1,10,10,6,3,5,6,0,0,0,3,43
"1274","TBM2000120809","2000","12","Winter",1,10,10,5,0,8,5,0,1,7,9,55
"1275","TBM2000120812","2000","12","Winter",1,10,10,4,0,5,3,0,0,0,8,40
"1276","TBM2000120814","2000","12","Winter",1,10,10,6,10,10,8,0,0,3,8,65
"1277","TBM2000122104","2000","12","Winter",1,10,10,1,0,5,2,0,0,0,2,30
"1278","TBM2000122111","2000","12","Winter",1,10,10,7,0,8,7,0,0,7,10,59
"1279","TBM2001010102","2001","01","Winter",1,10,10,2,0,8,3,1,0,0,4,38
"1280","TBM2001010103","2001","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1281","TBM2001010203","2001","01","Winter",1,10,10,2,0,3,2,0,1,3,4,35
"1282","TBM2001010204","2001","01","Winter",1,10,10,6,0,8,6,8,2,3,5,58
"1283","TBM2001010205","2001","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1284","TBM2001010901","2001","01","Winter",1,10,10,5,0,8,5,0,0,3,9,50
"1285","TBM2001010902","2001","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1286","TBM2001010905","2001","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1287","TBM2001011001","2001","01","Winter",1,10,10,4,0,5,3,3,10,3,3,51
"1288","TBM2001011002","2001","01","Winter",1,10,10,3,0,5,3,0,1,3,4,39
"1289","TBM2001021201","2001","02","Winter",1,10,10,3,0,5,3,0,0,7,6,44
"1290","TBM2001021202","2001","02","Winter",1,10,10,7,1,8,7,10,1,7,4,65
"1291","TBM2001021301","2001","02","Winter",1,10,10,4,0,8,3,0,1,3,5,44
"1292","TBM2001021302","2001","02","Winter",1,10,10,4,0,5,3,10,10,3,4,59
"1293","TBM2001021303","2001","02","Winter",1,10,10,6,0,5,6,1,0,10,9,57
"1294","TBM2001021305","2001","02","Winter",1,10,10,5,1,8,8,0,1,10,10,63
"1295","TBM2001030901","2001","03","Winter",1,10,10,7,3,8,9,10,10,10,7,84
"1296","TBM2001030902","2001","03","Winter",1,10,10,5,0,10,5,1,10,7,1,59
"1297","TBM2001030907","2001","03","Winter",1,10,10,6,0,8,8,10,1,3,2,58
"1298","TBM2001031003","2001","03","Winter",1,10,10,0,1,3,1,0,0,0,0,25
"1299","TBM2001031006","2001","03","Winter",1,10,10,6,0,10,7,0,0,7,10,60
"1300","TBM2001120601","2001","12","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1301","TBM2001120703","2001","12","Winter",1,10,10,10,3,10,10,0,2,7,10,72
"1302","TBM2001120704","2001","12","Winter",1,10,10,3,1,8,4,0,0,0,4,40
"1303","TBM2001120705","2001","12","Winter",1,10,10,10,1,8,10,0,1,10,10,70
"1304","TBM2001120706","2001","12","Winter",1,10,10,4,0,8,3,0,0,3,7,45
"1305","TBM2001120902","2001","12","Winter",1,10,10,5,2,10,5,0,0,3,3,48
"1306","TBM2001120904","2001","12","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1307","TBM2001120906","2001","12","Winter",1,10,10,10,9,10,10,0,3,10,10,82
"1308","TBM2002010401","2002","01","Winter",1,10,10,7,0,8,8,0,0,3,10,56
"1309","TBM2002010404","2002","01","Winter",1,10,10,2,1,5,3,0,0,0,2,33
"1310","TBM2002010901","2002","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1311","TBM2002010902","2002","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1312","TBM2002010903","2002","01","Winter",1,10,10,3,4,8,3,0,0,0,5,43
"1313","TBM2002010904","2002","01","Winter",1,10,10,3,0,3,3,0,0,0,6,35
"1314","TBM2002011001","2002","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1315","TBM2002020203","2002","02","Winter",1,10,10,0,2,3,1,0,0,0,0,26
"1316","TBM2002020204","2002","02","Winter",1,10,10,5,1,10,7,7,0,3,5,58
"1317","TBM2002020207","2002","02","Winter",1,10,10,7,2,8,10,0,0,7,8,62
"1318","TBM2002020208","2002","02","Winter",1,10,10,1,0,5,2,0,0,0,2,30
"1319","TBM2002020407","2002","02","Winter",1,10,10,4,0,5,3,1,0,0,4,37
"1320","TBM2002021104","2002","02","Winter",1,10,10,5,1,8,5,5,1,3,6,54
"1321","TBM2002030101","2002","03","Winter",1,10,10,2,0,3,2,0,0,0,4,31
"1322","TBM2002030103","2002","03","Winter",1,10,10,5,0,5,5,1,0,3,7,46
"1323","TBM2002030105","2002","03","Winter",1,10,10,3,0,8,3,0,0,3,7,44
"1324","TBM2002030902","2002","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1325","TBM2002030905","2002","03","Winter",1,10,10,0,0,5,2,0,0,3,2,32
"1326","TBM2002030906","2002","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1327","TBM2002120210","2002","12","Winter",1,10,10,3,0,8,3,0,1,3,7,45
"1328","TBM2002120801","2002","12","Winter",1,10,10,4,1,8,7,0,5,3,7,55
"1329","TBM2002120802","2002","12","Winter",1,10,10,3,0,5,3,0,0,0,7,38
"1330","TBM2002120803","2002","12","Winter",1,10,10,10,1,8,9,0,2,7,9,66
"1331","TBM2002120807","2002","12","Winter",1,10,10,4,0,8,5,0,0,3,9,49
"1332","TBM2002120906","2002","12","Winter",1,10,10,1,0,3,1,0,0,3,0,28
"1333","TBM2003010601","2003","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1334","TBM2003010602","2003","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1335","TBM2003010603","2003","01","Winter",1,10,10,5,0,8,5,2,2,10,6,58
"1336","TBM2003010606","2003","01","Winter",1,10,10,5,0,5,4,0,0,3,7,44
"1337","TBM2003011201","2003","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1338","TBM2003020203","2003","02","Winter",1,10,10,10,2,10,10,1,10,10,2,75
"1339","TBM2003020205","2003","02","Winter",1,10,10,2,0,8,3,0,10,10,0,53
"1340","TBM2003020207","2003","02","Winter",1,10,10,6,8,10,8,0,3,7,6,68
"1341","TBM2003021201","2003","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1342","TBM2003021202","2003","02","Winter",1,10,10,3,0,10,3,0,0,7,7,50
"1343","TBM2003021203","2003","02","Winter",1,10,10,9,0,8,9,10,9,7,5,77
"1344","TBM2003031103","2003","03","Winter",1,10,10,3,0,5,3,0,0,7,6,44
"1345","TBM2003031104","2003","03","Winter",1,10,10,5,0,5,4,7,1,3,4,49
"1346","TBM2003031105","2003","03","Winter",1,10,10,2,0,5,2,0,0,3,4,36
"1347","TBM2003031202","2003","03","Winter",1,10,10,8,0,8,8,1,0,7,10,62
"1348","TBM2003031205","2003","03","Winter",1,10,10,10,3,10,10,0,10,10,6,79
"1349","TBM2003031206","2003","03","Winter",1,10,10,5,0,5,5,2,10,7,3,57
"1350","TBM2003031305","2003","03","Winter",1,10,10,1,0,3,1,0,0,3,0,28
"1351","TBM2003031401","2003","03","Winter",1,10,10,4,0,5,3,1,0,3,5,41
"1352","TBM2003120205","2003","12","Winter",1,10,10,4,0,10,4,0,1,7,7,53
"1353","TBM2003120206","2003","12","Winter",1,10,10,9,1,8,8,0,3,10,8,67
"1354","TBM2003120207","2003","12","Winter",1,10,10,4,0,5,3,0,0,3,6,41
"1355","TBM2003120403","2003","12","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1356","TBM2003120404","2003","12","Winter",1,10,10,8,0,8,8,0,1,10,10,65
"1357","TBM2003120405","2003","12","Winter",1,10,10,2,0,8,3,0,0,0,5,38
"1358","TBM2003120504","2003","12","Winter",1,10,10,4,0,8,3,0,0,7,7,49
"1359","TBM2003120601","2003","12","Winter",1,10,10,6,1,10,7,0,0,10,5,59
"1360","TBM2004010501","2004","01","Winter",1,10,10,1,0,5,2,0,0,3,4,35
"1361","TBM2004010708","2004","01","Winter",1,10,10,4,0,8,3,0,0,7,8,50
"1362","TBM2004010801","2004","01","Winter",1,10,10,2,0,5,2,2,0,0,1,32
"1363","TBM2004010802","2004","01","Winter",1,10,10,2,0,5,2,0,0,3,2,34
"1364","TBM2004010901","2004","01","Winter",1,10,10,5,3,10,6,0,8,7,7,66
"1365","TBM2004010902","2004","01","Winter",1,10,10,3,2,8,5,0,0,3,5,46
"1366","TBM2004010904","2004","01","Winter",1,10,10,5,0,8,5,2,0,3,8,51
"1367","TBM2004020101","2004","02","Winter",1,10,10,5,0,8,4,0,0,7,8,52
"1368","TBM2004020102","2004","02","Winter",1,10,10,2,0,5,2,0,0,3,4,36
"1369","TBM2004020103","2004","02","Winter",1,10,10,1,1,5,2,0,0,0,1,30
"1370","TBM2004020105","2004","02","Winter",1,10,10,3,0,5,3,0,1,3,3,38
"1371","TBM2004020407","2004","02","Winter",1,10,10,5,0,10,6,7,0,3,3,54
"1372","TBM2004021003","2004","02","Winter",1,10,10,4,0,8,3,0,0,0,6,41
"1373","TBM2004021006","2004","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1374","TBM2004021403","2004","02","Winter",1,10,10,4,0,8,3,0,0,3,8,46
"1375","TBM2004030311","2004","03","Winter",1,10,10,3,3,8,4,1,0,0,6,45
"1376","TBM2004030312","2004","03","Winter",1,10,10,1,4,5,3,0,0,0,4,37
"1377","TBM2004031201","2004","03","Winter",1,10,10,7,2,8,8,1,1,7,10,64
"1378","TBM2004031202","2004","03","Winter",1,10,10,1,0,5,2,0,0,0,2,30
"1379","TBM2004031203","2004","03","Winter",1,10,10,2,10,5,3,0,0,3,0,43
"1380","TBM2004031605","2004","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1381","TBM2004031610","2004","03","Winter",1,10,10,4,0,5,3,1,0,3,4,40
"1382","TBM2004031611","2004","03","Winter",1,10,10,1,3,5,2,0,0,0,0,31
"1383","TBM2004120101","2004","12","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1384","TBM2004120103","2004","12","Winter",1,10,10,4,10,8,5,0,0,3,1,51
"1385","TBM2004120204","2004","12","Winter",1,10,10,5,0,5,4,0,1,7,7,49
"1386","TBM2004120205","2004","12","Winter",1,10,10,8,1,8,8,0,3,7,9,64
"1387","TBM2004120206","2004","12","Winter",1,10,10,3,0,8,3,0,0,3,6,43
"1388","TBM2004121203","2004","12","Winter",1,10,10,10,7,8,10,0,0,7,7,69
"1389","TBM2005010604","2005","01","Winter",1,10,10,4,5,8,4,0,0,3,3,47
"1390","TBM2005010606","2005","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1391","TBM2005011101","2005","01","Winter",1,10,10,5,5,10,7,0,0,3,6,56
"1392","TBM2005011102","2005","01","Winter",1,10,10,3,1,5,3,0,0,0,4,36
"1393","TBM2005011103","2005","01","Winter",1,10,10,4,0,5,3,0,0,3,7,42
"1394","TBM2005011104","2005","01","Winter",1,10,10,2,0,3,2,0,0,0,4,31
"1395","TBM2005011107","2005","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1396","TBM2005011202","2005","01","Winter",1,10,10,3,0,3,3,0,0,3,5,37
"1397","TBM2005020101","2005","02","Winter",1,10,10,2,1,8,3,0,0,3,4,41
"1398","TBM2005020106","2005","02","Winter",1,10,10,3,6,5,3,1,0,0,1,39
"1399","TBM2005020403","2005","02","Winter",1,10,10,3,0,5,3,0,0,7,5,43
"1400","TBM2005020405","2005","02","Winter",1,10,10,7,0,10,8,0,1,10,10,66
"1401","TBM2005020703","2005","02","Winter",1,10,10,9,0,8,8,1,2,7,10,65
"1402","TBM2005020704","2005","02","Winter",1,10,10,5,7,8,5,0,0,0,3,48
"1403","TBM2005020706","2005","02","Winter",1,10,10,4,6,8,4,0,1,3,2,48
"1404","TBM2005020707","2005","02","Winter",1,10,10,4,0,8,4,0,1,10,8,55
"1405","TBM2005020708","2005","02","Winter",1,10,10,4,0,8,3,0,0,3,8,46
"1406","TBM2005030202","2005","03","Winter",1,10,10,1,0,3,1,0,0,3,0,28
"1407","TBM2005030402","2005","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1408","TBM2005030403","2005","03","Winter",1,10,10,2,0,5,2,0,0,3,4,36
"1409","TBM2005030406","2005","03","Winter",1,10,10,10,1,10,10,1,0,7,10,69
"1410","TBM2005030407","2005","03","Winter",1,10,10,1,1,5,3,0,0,3,3,36
"1411","TBM2005030902","2005","03","Winter",1,10,10,5,0,5,4,0,0,3,8,45
"1412","TBM2005030903","2005","03","Winter",1,10,10,6,6,10,8,0,0,7,3,60
"1413","TBM2005030904","2005","03","Winter",1,10,10,4,1,5,3,0,0,0,5,38
"1414","TBM2005120301","2005","12","Winter",1,10,10,3,7,5,4,0,0,0,1,40
"1415","TBM2005120306","2005","12","Winter",1,10,10,7,4,8,8,0,0,0,8,55
"1416","TBM2005120307","2005","12","Winter",1,10,10,8,5,8,8,0,0,3,6,58
"1417","TBM2005120807","2005","12","Winter",1,10,10,2,0,3,2,0,0,0,2,29
"1418","TBM2005121002","2005","12","Winter",1,10,10,9,5,10,9,0,0,0,9,62
"1419","TBM2005121003","2005","12","Winter",1,10,10,6,0,10,6,0,0,3,8,53
"1420","TBM2005121004","2005","12","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1421","TBM2005121005","2005","12","Winter",1,10,10,2,10,5,3,0,0,0,0,40
"1422","TBM2005121006","2005","12","Winter",1,10,10,7,2,10,8,0,1,7,6,61
"1423","TBM2006010306","2006","01","Winter",1,10,10,6,10,8,8,0,10,3,6,71
"1424","TBM2006010307","2006","01","Winter",1,10,10,4,0,5,3,0,0,0,7,39
"1425","TBM2006010804","2006","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1426","TBM2006010805","2006","01","Winter",1,10,10,1,0,5,2,0,0,0,3,31
"1427","TBM2006010806","2006","01","Winter",1,10,10,2,0,3,2,0,0,0,4,31
"1428","TBM2006011104","2006","01","Winter",1,10,10,1,10,5,2,0,0,0,0,38
"1429","TBM2006011105","2006","01","Winter",1,10,10,1,1,8,3,0,0,3,5,41
"1430","TBM2006011106","2006","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1431","TBM2006011107","2006","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1432","TBM2006020201","2006","02","Winter",1,10,10,2,0,3,2,0,0,0,3,30
"1433","TBM2006020203","2006","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1434","TBM2006020206","2006","02","Winter",1,10,10,2,0,5,3,0,0,0,3,33
"1435","TBM2006020301","2006","02","Winter",1,10,10,2,0,3,2,0,0,0,3,30
"1436","TBM2006020302","2006","02","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1437","TBM2006020802","2006","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1438","TBM2006020803","2006","02","Winter",1,10,10,10,8,8,10,0,4,10,7,77
"1439","TBM2006020804","2006","02","Winter",1,10,10,8,7,8,9,0,10,7,9,78
"1440","TBM2006020807","2006","02","Winter",1,10,10,0,2,3,1,0,0,0,0,26
"1441","TBM2006030301","2006","03","Winter",1,10,10,4,1,5,3,0,0,0,4,37
"1442","TBM2006030302","2006","03","Winter",1,10,10,5,5,8,6,0,5,3,7,59
"1443","TBM2006030303","2006","03","Winter",1,10,10,1,3,8,4,0,0,3,2,41
"1444","TBM2006030304","2006","03","Winter",1,10,10,3,0,5,3,0,0,3,7,41
"1445","TBM2006030308","2006","03","Winter",1,10,10,2,0,5,2,0,0,0,3,32
"1446","TBM2006030804","2006","03","Winter",1,10,10,1,0,8,3,0,10,7,1,50
"1447","TBM2006030806","2006","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1448","TBM2006030807","2006","03","Winter",1,10,10,0,0,3,1,0,0,0,0,24
"1449","TBM2006120701","2006","12","Winter",1,10,10,2,2,3,2,0,0,0,1,30
"1450","TBM2006120702","2006","12","Winter",1,10,10,8,0,8,8,0,0,7,10,61
"1451","TBM2006120704","2006","12","Winter",1,10,10,4,1,8,4,0,0,0,4,41
"1452","TBM2006121003","2006","12","Winter",1,10,10,8,3,10,8,0,0,0,5,54
"1453","TBM2006121004","2006","12","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1454","TBM2006121006","2006","12","Winter",1,10,10,3,1,8,3,0,0,0,5,40
"1455","TBM2006121007","2006","12","Winter",1,10,10,8,0,8,8,0,0,10,9,63
"1456","TBM2006121102","2006","12","Winter",1,10,10,6,0,5,6,0,0,0,9,46
"1457","TBM2007010903","2007","01","Winter",1,10,10,5,0,5,4,1,0,3,7,45
"1458","TBM2007010904","2007","01","Winter",1,10,10,2,0,5,3,0,0,0,5,35
"1459","TBM2007010905","2007","01","Winter",1,10,10,4,1,8,4,0,0,0,6,43
"1460","TBM2007010907","2007","01","Winter",1,10,10,5,9,5,6,0,0,0,6,51
"1461","TBM2007011003","2007","01","Winter",1,10,10,6,1,10,8,0,3,7,10,65
"1462","TBM2007011004","2007","01","Winter",1,10,10,3,4,5,3,0,0,7,1,43
"1463","TBM2007011005","2007","01","Winter",1,10,10,4,0,8,3,0,0,3,6,44
"1464","TBM2007011006","2007","01","Winter",1,10,10,4,0,8,3,0,0,3,6,44
"1465","TBM2007011101","2007","01","Winter",1,10,10,6,10,8,7,0,0,0,7,58
"1466","TBM2007020601","2007","02","Winter",1,10,10,5,0,8,5,3,0,3,5,49
"1467","TBM2007020604","2007","02","Winter",1,10,10,5,10,8,6,0,0,0,1,50
"1468","TBM2007020903","2007","02","Winter",1,10,10,2,0,5,2,0,0,3,4,36
"1469","TBM2007020906","2007","02","Winter",1,10,10,6,2,8,7,0,0,7,7,57
"1470","TBM2007020907","2007","02","Winter",1,10,10,6,10,8,8,0,0,3,9,64
"1471","TBM2007021004","2007","02","Winter",1,10,10,7,5,10,8,0,0,3,9,62
"1472","TBM2007021005","2007","02","Winter",1,10,10,5,1,10,5,0,1,7,5,54
"1473","TBM2007021006","2007","02","Winter",1,10,10,3,2,5,4,0,0,3,7,44
"1474","TBM2007021007","2007","02","Winter",1,10,10,4,0,8,3,0,1,3,5,44
"1475","TBM2007021101","2007","02","Winter",1,10,10,5,0,8,5,0,1,7,8,54
"1476","TBM2007021102","2007","02","Winter",1,10,10,3,0,5,3,0,0,3,6,40
"1477","TBM2007030603","2007","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1478","TBM2007030801","2007","03","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1479","TBM2007030805","2007","03","Winter",1,10,10,10,6,10,10,0,0,3,8,67
"1480","TBM2007030806","2007","03","Winter",1,10,10,4,0,8,5,0,0,3,7,47
"1481","TBM2007030807","2007","03","Winter",1,10,10,3,0,8,3,0,0,3,5,42
"1482","TBM2007031002","2007","03","Winter",1,10,10,4,0,8,4,0,0,0,7,43
"1483","TBM2007031003","2007","03","Winter",1,10,10,4,1,8,5,0,0,3,9,50
"1484","TBM2007031006","2007","03","Winter",1,10,10,5,0,8,4,0,0,0,8,45
"1485","TBM2007120405","2007","12","Winter",1,10,10,3,0,5,3,0,0,0,6,37
"1486","TBM2007120406","2007","12","Winter",1,10,10,2,2,5,2,0,0,0,0,31
"1487","TBM2007120501","2007","12","Winter",1,10,10,9,1,8,8,0,1,10,9,66
"1488","TBM2007120801","2007","12","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1489","TBM2007120802","2007","12","Winter",1,10,10,10,3,10,10,0,0,7,10,70
"1490","TBM2007120804","2007","12","Winter",1,10,10,8,0,8,8,0,1,7,10,62
"1491","TBM2007120805","2007","12","Winter",1,10,10,7,1,5,7,0,0,7,8,55
"1492","TBM2007121001","2007","12","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1493","TBM2007121003","2007","12","Winter",1,10,10,10,10,10,10,0,0,3,4,67
"1494","TBM2007121007","2007","12","Winter",1,10,10,7,0,5,7,0,0,3,10,52
"1495","TBM2008010602","2008","01","Winter",1,10,10,6,0,8,6,2,0,0,7,49
"1496","TBM2008010605","2008","01","Winter",1,10,10,5,3,5,5,0,0,3,6,47
"1497","TBM2008010701","2008","01","Winter",1,10,10,3,0,5,3,0,0,0,6,37
"1498","TBM2008010703","2008","01","Winter",1,10,10,7,3,10,8,0,0,10,8,66
"1499","TBM2008010704","2008","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1500","TBM2008010801","2008","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1501","TBM2008010802","2008","01","Winter",1,10,10,2,1,10,3,0,0,7,2,45
"1502","TBM2008011005","2008","01","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1503","TBM2008011006","2008","01","Winter",1,10,10,1,0,3,1,0,0,0,0,25
"1504","TBM2008020305","2008","02","Winter",1,10,10,4,0,8,3,1,0,3,4,43
"1505","TBM2008020306","2008","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1506","TBM2008020307","2008","02","Winter",1,10,10,6,0,5,6,10,3,3,4,57
"1507","TBM2008020308","2008","02","Winter",1,0,0,0,0,0,0,0,0,0,0,0
"1508","TBM2008020602","2008","02","Winter",1,10,10,5,10,10,5,0,0,0,4,54
"1509","TBM2008020604","2008","02","Winter",1,10,10,3,0,5,3,0,0,0,7,38
